NV_PN,JEDEC_TYPE,DESCRIPTION,COSTS,MPN,MANUFACTURER,COMPLIANCE,LEAD_TIME,SOURCE_EXPANSION,PACK_TYPE,TEMP_RANGE
115-1856-000,XSOP08_P050_020X023,IC AUTOMOTIVE Logic- D-Type Flip Flop with Preset/Clear SN74LVC2G74-Q1 VSSOP8,[ ],SN74LVC2G74QDCURQ1,TI,P8E10,60,AUTOMOTIVE,VSSOP8,-40.15degC..125.05degC
115-1859-000,BGA_0025_P050_026X026,IC Switch- Analog MAX4948ERA UCSP25,0.72,MAX4948ERA+,Maxim,P8E0-A-1,84,CCM,UCSP25,-40.15degC..84.85degC
195-1348-000,0402,RES 0402 40.2kohm 1.0% PACHINKO,0.00069,RK73H1ETTP4022F~VERA,KOA Speer,P8E1-7cI-A-2,42,PACHINKO,0402,-55degC..155degC
195-1450-000,0603,RES PACHINKO 0603 1K 5% 1/10W,0.001,RK73B1JTTD102J~VERC,KOA Speer,P8E1-7cI-A-2,84,PACHINKO,0603,-55degC..155degC
080-1186-000,CON_MISC_050_SMT_RA_M_P013_BTB,Interconnect (SMD) AUTOMOTIVE B2B 2x25 MALE RA 1.27mm,0,5-104894-5,TE Connectivity,P8E10,60,AUTOMOTIVE,SMD_50_M,CON_MISC_050_SMT_RA_M_P013_BTB
080-1312-000,CON_FFC_050_SMD_RA_F_P005_ZIF_C,Interconnect (SMD) CONN SMD FEMALE 50 POS 0.5mm PITCH,1.23,FH41-50S-0.5SH(05),Hirose,P8E0-B-3,70,UNRESTRICTED,SMD62,CON_FFC_050_SMD_RA_F_P005_ZIF_C
195-2614-000,0201,RES SCD 0201 82.5K 1% 1/20W,0.0025,Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
316-0579-000,DFN08_P050_020X020_T017X010,VREG CONTROLLER/DRIVER/FET WSON8 Buck 1Ph 2MHz 0.5V 4V 2.5% % TPS62080DSG,0,TPS62080ADSGR,TI,P8E0-A-1,999,CCM,WSON8,-40degC..125degC
195-1914-000,0805,RES AUTOMOTIVE 0805 60.4ohm 1.0% 125.0mW,[ ],CRCW080560R4FHEAP,Vishay,P8E10,30,AUTOMOTIVE,0805,-55degC..155degC
315-0268-000,BGA_0124_P050_080X080_B,VREG BGA PMIC 0.41V 3.35V AS3722-1V2-09,1.95,AS3722-BCTT-09,AMS-TAOS,P8E8,56,CCM,BGA,-40degC..125degC
195-3588-000,0805,RES AUTOMOTIVE 0805 10ohm 1% 0.125W,0.022,TFA0805R10R0F-T5,Thin Film,P8E1-7cI-A-2,56,AUTOMOTIVE,0805,-55degC..155degC
032-0429-000,0805,CAP X5R 0805 22.0uF +/-20.0% 16.0V,0.022,CL21A226MOQNNNE,SEMCO,P8E0-A-1,91,CCM,0805,-55degC..85degC
110-0136-100,HSP_PWR_HS136_T_AL_2,HEATSINK ASSY PASSIVE HS136-2 73.6 X 17.7 X27.0mm,0.444,DCV-01533-N1-HF,Cooler Master,P8E0-A-2,60,CCM,2PIN,Cooler Master
080-0680-000,CON_FINGER_VCM2X_314,CONN SMD AUTOMOTIVE NON-PHYSICAL PART VCM2X EDGE FINGER 0.5mm PITCH,N/A,[ ],[ ],P8E10,60,NON_PHYSICAL,NONPHY,CON_FINGER_VCM2X_314
315-0846-000,BGA_0020_P040_021X017,VREG DUAL-PHASE ADAPTIVE DC-DC STEP-UP CONVERTER WITH 2X 1000mA HIGH-SIDE CURRENT REGULATORS 2.5V TO 5.5V 2A WLP-20,0.43,MAX77387EWP+T,Maxim,P8E0-B-2,60,CCM,WLP20,-40degC..150degC
130-1034-000,IND_SMD_0402,IND 0402 0.068 uH 5.0 % -1.0 A 1.4 ohm 19 800.0 MHz 750.0 MHz,0.0068,SCF1005-R068J-NV1W,Lianzhen,P8E0-A-2,35,CCM,0402,-55.15degC..125.05degC
195-2106-000,0201,RES SCD 0201 3.9M 5% 1/20W,[ ],Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
130-0982-000,IND_NONRKO_SMD_075X075_B,IND 7_6X7_6 [] 1.0uH 20.0% -1.0A 4.55mohm -1 -1.0KHz 63.0MHz,0.78,XAL7030-102MEC,Coilcraft,P8E0-B-2,49,CCM,7_6X7_6,-40.15degC..165.05degC
100-0206-000,IND_SMD_0402,FERRITE BEAD BEAD_0402 Ferrite 47.0ohm 25.0% 0.35ohm 300.0mA,0.00127,BLM15BB470SN1D,Murata,P8E0-B-2,63,CCM,BEAD_0402,-55degC..125degC
085-0197-000,XTAL_SMD_4_032X025,XTAL SMD 24.000MHz 30_50_10PPM 18pF FUNDAMENTAL 3.3X2.6X0.9mm MAX,0.16,EXS00A-CG03667,NDK,P8E10,45,CCM,SMD_32X25,-40degC..85degC
039-0114-000,1206,CAP X5R 1206 22uF 6.3V 20% LOW PROFILE,0.03,C3216X5R0J226M085AC,TDK,P8E0-A-2,91,CCM,1206LP,-55degC..85degC
092-0215-000,LED_SMD_026X038_RA,LED SMD_B VSMF2893SLX01 2.0V 100.0mA Infrared,0.094,VSMF2893SLX01,Vishay,P8E0-B-1,91,CCM,SMD_B,-40degC..85degC
115-1873-000,BGA_0292_P080_170X170,IC PROCESSOR AUTOMOTIVE Coprocessor LFBGA292 SAK-TC297TF-128F300S-BB-Step,40.00,SAK-TC297TF-128F300S BB-STEP,Infineon,P8E10,231,AUTOMOTIVE,LFBGA292,-40.15degC..170.05degC
115-1045-000,BGA_0009_P040_012X012,IC AUDIO JACK DETECTION AND CONFIGURATION MIC / GND CROSS POINT SWITCH WLCSP-9,0.264,FSA8049UCX,Fairchild,P8E0-A-1,63,NO_AML,BGA09,-40degC..85degC
161-0196-600,BGA_0200_P080_P065_100X150,"IC SDRAM AUTOMOTIVE LPDDR4 x16 FBGA200_10MMX15 K4F8E3S4HB-MHCH 1600.0MHz , Grade 2",[ ],K4F8E3S4HB-MHCH,Samsung Electronics,P8E0-A-1,180,AUTOMOTIVE,1.6GHz,-40.15degC..105.05degC
300-1074-000,MULTI_DFET_010_SMD_050X060,DUAL N-CH MOSFET PWR_PHASE 17A 25A 20V 12V 1W 1.1W FDPC5030SG,0,FDPC5030SG,ON SEMI,P8E10,999,CCM,PWR_PHASE,-55degC..150degC
032-0874-000,0201,CAP SCD X5R 0201 100nF 6.3V 10%,0.00044,Multi(5),Multi(5),P8E0-A-3,42,SCD,0201,-55degC..85degC
131-0348-000,MULTI_IND_SMD_132X129_B,IND SMD 0.33uH 20% 62A 0.935 mOHM dcR MAX SHIELDED 13.2X12.9X5.0mm,0.1921,MMD-12EZ-R33M-M1-RT,Mag Layers,P8E0-A-2,35,CCM,SMD_520X508,-55degC..150degC
300-0260-000,MULTI_SMD_SOT669_LFPAK_B,N-CH MOSFET LFPAK 13A 20.0V 2.2W PK616BA,0.056,PK616BA,NIKO,P8E1-7a-A-2,63,CCM,LFPAK,-55degC..150degC
130-0942-000,IND_NONRKO_SMD_044X041,IND SMD 0.10uH 20.0% 11.5A 6.0mohm 0 0.0KHz 277.0MHz 0.0decibel 25A,0.159,IHLP1616ABERR10M01,Vishay,P8E0-A-1,91,CCM,SMD_045_041,-55.15degC..125.05degC
075-0276-000,CON_HDR_001X005_TH_ST_M_P025_SHR_C,"Header (TH Non High Temp) 1X5, 2.54MM, Vertical",0,22-23-2051,Molex-Japan,P8E0-B-1,60,CCM,NORM,N/A
115-1874-000,XSOP16_P050_049X039_T039X022_VIAS,IC AUTOMOTIVE PowerSwitch SO16 VNQ7050AJTR-E,0.82,VNQ7050AJTR-E,STMicroelectronics,P8E10,168,AUTOMOTIVE,SO16,-40.15degC..150.05degC
115-1278-000,LGA_008_P065_025X020,IC DIGITAL PRESSURE SENSOR LGA-8,0.69,0 273 300 354,Robert Bosch,P8E10,84,CCM,LGA8,[ ]..[ ]
032-0909-000,0201,CAP C0G 0201 3.3pF +/-0.25pF 50.0V,0,UMK063CG3R3CT-F,Taiyo Yuden,P8E0-A-2,999,CCM,0201,-55degC..125degC
195-2069-000,0201,RES SCD 0201 24K 5% 1/20W,[ ],Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
086-0237-000,LGA_0038_P050_070X050_T027X023_VIAS,OSC LGA38 156.25 MHz 20.0 ppm 2.375 V 3.465 V 0.0 pF MX852BB0141-TR,2.96,MX852BB0141-TR,Microchip,P8E0-A-2,77,CCM,LGA38,-40.15degC..84.85degC
195-0170-000,0402,RES SCD 0402 22.1K 1% 1/16W,0.0002,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
195-0410-000,0402,RES SCD 0402 69.8K 1% 1/16W,0.00024,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
032-1067-000,0603,CAP AUTOMOTIVE X7R 0603 4.7nF +/-10.0% 50.0V,0.00499,GCM188R71H472KA37D,Murata,P8E10,91,AUTOMOTIVE,0603,-55degC..125degC
195-0601-000,0402,RES SCD 0402 4.7M 5% 1/16W,0.0002,Multi(10),Multi(10),P8E1-7cI-A-2,28,SCD,0402,-55degC..155degC
041-0135-000,CAP_SMD_7343,CAP POLY 470uF 20% 2V 7.3X4.3X1.9mm,0.1819,EEFSX0D471XE,Panasonic Electronic Devices,P8E8,63,CCM,SMD_7343,-40degC..105degC
195-2702-000,0402,RES AUTOMOTIVE 0402 22R 5% 1/16W,0.00059,MCR01MZPJ220~VERB,Rohm,Compliance Unknown,119,AUTOMOTIVE,0402,-55degC..155degC
215-0317-000,RES_02_SMD_1206,RES SERVER SENSE 1206 0.001ohm 1.0% 100.0ppm 1000.0mW,0.05525,WW12RR001FTLV,Walsin,P8E0-A-2,70,CCM,1206,-55.15degC..125.05degC
130-0376-000,IND_SMD_0603,IND 0603 GENERAL USE MONOLITHIC 1000nH 10% 25mA 0.60 OHM dcR MAX,0.027,LQM18NN1R0K00D,Murata,P8E10,71,CCM,0603,-40degC..85degC
115-2069-000,QFN056Q_P040_0075_T057X057_VIAS,IC PROCESSOR CPU QFN56 CYBL10163,[ ],CYBL10163-56LQXI,Cypress,P8E10,60,CCM,QFN56,-40.15degC..84.85degC
080-1394-000,CON_BATTERY_004_SMD_RA_P025,Low profile 90 degree 4 spring leaf connector,0.245,009155004541006,AVX,P8E3-6c-A-2,999,UNRESTRICTED,SMD_6PIN,CON_BATTERY_004_SMD_RA_P025
195-0313-000,0402,RES SCD 0402 442 1% 1/16W,0.00026,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
195-0550-000,0402,RES SCD 0402 24K 5% 1/16W,0.00015,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
080-1132-000,CON_MMCX_004_SMD_ST_F_017X017,I-PEX MICRO SMD COAXIAL CONNECTOR,0.07,20566-001E-01,DAI-ICHI SEIKO,P8E0-A-3,63,CCM,SMD,CON_MMCX_004_SMD_ST_F_017X017
035-0126-000,0402,CAP C0G 0402 2pF 50V +/-0.25pF,0.00045,Multi(3),Multi(3),P7,112,UNRESTRICTED,0402,-55degC..125degC
170-0324-000,BGA_0153_P050_115X130,"IC FLASH AUTOMOTIVE 5.0ns FBGA153_V5_1 KLM8G1GESD-B04Q019 8GB, Grade2",0,KLM8G1GESD-B04Q019,Samsung Electronics,P8E10,30,AUTOMOTIVE,5ns,-40.15degC..105.05degC
080-0505-000,CON_FFC_044_SMD_RA_F_P005,CONN SMD SLIM TYPE LVDS PCB SIDE FEMALE RA 40 POS 0.5mm PITCH,0.529,80056-4021,Bellwether,P8E0-A-2,71,CCM,NORM_40,Released
032-0969-000,0603,CAP X7R 0603 100.0nF +/-10.0% 100.0V,0,CC0603KRX7R0BB104,Yageo,P8E0-A-2,999,CCM,0603,-55degC..125degC
195-3220-000,0402,RES SERVER 0402 14.7K 1% 1/16W,0.00076,Multi(4),Multi(4),P8E1-7cI-C-1,49,UNRESTRICTED,0402,-55degC..155degC
130-0706-000,0201,IND AUTOMOTIVE 0201 68.0nH 3.0% 100.0mA 8.0ohm 8 500.0MHz 1100.0MHz,0.0082,LQP03TN68NHZ2D,Murata,P8E0-B-2,60,AUTOMOTIVE,0201,-55.15degC..125.05degC
036-0114-000,1206,CAP X7R 1206 4.7uF 16V 10%,0.012,Multi(3),Multi(3),P6,85,CCM,1206,-55degC..125degC
065-0462-000,CON_FINGER_FPC_003_P005,CONN NON-PHYSICAL PART FPC 1X3 EDGE,N/A,[ ],[ ],Compliance Unknown,60,NON_PHYSICAL,NONPHY,CON_FINGER_FPC_003_P005
032-0906-000,0201,CAP C0G 0201 1.5pF +/-0.25pF 50.0V,0,UMK063CG1R5CT-F,Taiyo Yuden,P8E0-A-2,999,CCM,0201,-55degC..125degC
032-0725-000,0603,CAP X6S 0603 1.0uF +/-10.0% 25.0V,0.004,GRM188C81E105KA12D,Murata,P8E0-B-2,70,CCM,0603,-55degC..105degC
195-1544-000,0603,RES PACHINKO 0603 169 1% 1/10W,0.003,RK73H1JTTD1690F~VERE,KOA Speer,P8E1-7cI-A-2,42,PACHINKO,0603,-55degC..155degC
032-0578-000,1206_LARGE,CAP X5R 1206W 10.0uF +/-10.0% 35.0V,0.0826,CGA5L3X5R1V106K160AB,TDK,P8E0-A-2,84,CCM,1206W,-55degC..85degC
115-1830-000,SC70_6,IC AUTOMOTIVE Monitor- Current Shunt 6PIN_IN213 INA213AIDCKRQ1,0.32,INA213AQDCKRQ1,TI,P8E10,60,AUTOMOTIVE,6PIN_IN213,-40.15degC..125.05degC
195-0793-000,0603,RES SCD 0603 196 1% 1/10W,0.00072,Multi(10),Multi(10),P7,42,SCD,0603,-55degC..155degC
035-0043-000,0603,CAP SCD C0G 0603 15pF 50V 5%,0.00084,Multi(12),Multi(12),P7,42,SCD,0603,-55degC..125degC
195-0084-000,0402,RES SCD 0402 1.47K 1% 1/16W,0.00026,Multi(10),Multi(10),P8E1-7cI-A-2,35,SCD,0402,-55degC..155degC
080-1025-000,CON_FINGER_FPC_037_P003,CONN NON-PHYSICAL PART EDGE FINGER 37 POS 0.3MM PITCH,N/A,[ ],[ ],P8E10,N/A,NON_PHYSICAL,NONPHY_NORM,Parameter N/A
195-1094-000,0603,RES SCD 0603 8.25K 1% 1/10W,0.00025,Multi(10),Multi(10),P7,42,SCD,0603,-55degC..155degC
075-0210-000,CON_PWR_001X004_TH_ST_M_P025,HDR THRU POWER MALE VERT 1X4 2.5mm PITCH,0.15,CH-T-4-HSF,Singatron,P8E0-A-2,71,CCM,NORM_PWR,N/A
036-0027-000,0603,CAP SCD X7R 0603 1uF 6V 10%,0.0012,Multi(10),Multi(10),P8E0-B-2,49,SCD,0603,-55degC..125degC
195-0899-000,0603,RES SCD 0603 3.24K 1% 1/10W,0.00072,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0603,-55degC..155degC
316-0254-000,QFN020Q_P040_035X035_T017X017_C,VREG CONTROLLER/DRIVER QFN20 Buck 2Ph/1Ph 600.0KHz 0.3V 6.5V 1.0%,0.193,UP1665PQKF,uPI,P8E8,70,CCM,QFN20_NO_VIAS,-40degC..125degC
032-0501-000,0402,CAP AUTOMOTIVE C0G 0402 330.0pF +/-5.0% 100.0V,0.0068,CGA2B2C0G2A331J050BA,TDK,P8E0-A-2,84,AUTOMOTIVE,0402,-55degC..125degC
085-0147-000,XTAL_SMD_2_032X052,XTAL interim-AUTOMOTIVE SMD 25.000000MHz 15_50_5PPM 20.0pF FUNDAMENTAL 5.0X3.2X1.0mm,0.20,1C725000BC1E~VERA,Shanghai Daishinku Intl Trading,P8E1-7cI-A-2,85,AUTOMOTIVE,SMD_52X32,-40degC..85degC
041-0136-000,CAP_TH_D050P020,CAP POLYMER SOLID 560uF 20% 2.5V 4350mA 5X8mm,0.092,APSK2R5ETX561ME08S,Nippon Chemi-Con,P8E8,84,CCM,TH_D50P20,-55degC..105degC
065-0611-000,CON_MISC_100_SMD_ST_M_P004_BTB_B,Connector (TH Non High Temp)BOARD-TO-BOARD VERT DOUBLE ROW MALE 100 POS 0.4mm PITCH BROWN,2.47,501017-1008,Molex-Japan,P8E10,60,CCM,SMD100,CON_MISC_100_SMD_ST_M_P004_BTB_B
080-0502-000,CON_FPC_004_SMD_RA_P050_ZIF,CONN SMD FPC ASSY ZIF TYPE RA 4 POS 0.5mm PITCH,0.209,04 6277 604 001 883+,AVX,P7,71,CCM,SMD4,CON_FPC_004_SMD_RA_P050_ZIF
085-0305-000,XTAL_SMD_4_020X016_C,XTAL AUTOMOTIVE SMD_20X16 24.0MHz 10.0ppm Fundamental 8.0pF AY24060002,0,AY24060002,TXC,P8E10,999,AUTOMOTIVE,SMD_20X16,-40.15degC..84.85degC
315-1029-000,BGA_0090_P040_041X038,VREG WLP90 PMIC 0.6V 3.95V MAX77620_CID4x51 FOR PROTOTYPE ONLY,1.19,MAX77620EWJ+T/CID4X51,Maxim,P8E10,70,CCM,WLP90,-40degC..85degC
195-0314-000,0402,RES SCD 0402 4.42K 1% 1/16W,0.00026,Multi(10),Multi(10),P7,42,SCD,0402,-55degC..155degC
195-0039-000,0402,RES SCD 0402 1.18K 1% 1/16W,0.00026,Multi(10),Multi(10),P7,42,SCD,0402,-55degC..155degC
130-1053-000,IND_NONRKO_SMD_025X020,IND 2520 Metal 0.33uH 20.0% 5.0A 0.017ohm 0 0.0KHz 0.0MHz,0,HMLB25201B-R33MSR,Cyntec,P8E0-A-2,999,CCM,2520,-55.15degC..125.05degC
195-1568-000,0603,RES PACHINKO 0603 332 1% 1/10W,0.0156,RK73H1JTTD3320F~VERA,KOA Speer,P8E1-7cI-A-2,42,PACHINKO,0603,-55degC..155degC
300-0325-000,SOT23,XSTR N-CH 20V 4.2A 50mOHM MAX @ 4.5V SOT-23,0.03,AO3414L,Alpha and Omega,P8E0-A-2,84,CCM,SOT23_1G1D1S,-55degC..150degC
195-1778-000,0402,RES 0402 1.15kohm 1.0% 62.5mW Pachinko,0.001,RK73H1ETQTP1151F~VERA,KOA Speer,P8E1-7cI-A-2,42,PACHINKO,0402,-55degC..155degC
080-1241-000,CON_SMARC_314_SMT_RA_ST_P005,Interconnect (SMD) SMARC EDGE CARD FEMALE RA 314 POS 0.50mm PITCH,0,AS0B826-S78B-7H,Foxconn,P8E8,60,CCM,PHY_SMARC,CON_SMARC_314_SMT_RA_ST_P005
090-0069-000,SOT23_6,DIODE SMD SCHOTTKY BARRIER 28V 200mA SOT-26,0.085,SDM03MT40-7-F,Diodes,P8E0-A-2,85,CCM,SOT26,-40degC..125degC
074-0120-000,CON_HDR_002X003_TH_ST_M_P025,HDR THRU HI TEMP DUAL ROW 2X3 MALE RA 2.54mm PITCH,0.316,HTSW-103-09-S-D-RA,Samtec,P7,71,CCM,NORM,Parameter N/A
316-0410-000,BGA_0016_P040_016X019_MICRO,VREG LED DRIVER BGA16 Boost 500.0KHz 7.0V 28.0V 4.0% LP8557 6 STRING,0.35,LP8557IAYFQR,TI,P8E8,91,CCM,BGA16,-30.15degC..84.85degC
032-0797-000,CAP_SMD_3216,CAP POL AL-Polymer SMD_3216 47.0uF +/-20.0% 6.3V Black,0.125,T520A476M006ATE150,Kemet,P8E0-A-2,84,UNRESTRICTED,SMD_3216,-55degC..105degC
215-0071-000,RES_04_SMD_015X032,RES 0612 CURRENT SENSE 2mOHM 1% 0 ~ -300PPM 1W 4-Terminal,0.11,Multi(2),Multi(2),P7,63,NO_AML,R_SENSE_4PIN,-55degC..170degC
130-0648-000,IND_NONRKO_SMD_071X065,IND 7_6X7_6 AlloyPowder 10.0uH 20.0% 4.0A 68.0mohm,0.15,MHCI06030-100M-R8ADF,Chilisin,P8E10,49,CCM,7_6X7_6,-55.15degC..125.05degC
085-0090-000,XTAL_SMD_2_120X047,XTAL PACHINKO 27.00000MHz 50_50_5 PPM 20pF 13.4X4.85X3.15mm SMD,0.113,H0043-X-040-3~VERA,Taitien,P8E0-A-2,70,PACHINKO,SMD_HC49S,-40degC..85degC
130-0851-000,MULTI_IND_SMD_132X129_B,IND SMD_520X508 IRON 0.22uH 20.0% 45.0A 0.0007ohm,0.23,HPPC12035-R22M-Q8DF,Chilisin,P8E0-A-2,49,CCM,SMD_520X508,-55.15degC..125.05degC
130-0826-000,IND_SMD_2520_D,IND AUTOMOTIVE 2520 Metal Alloy 1.0uH 20.0% 3.2A 42.0mohm 40 700.0kHz 0.0MHz 0.0decibel,0.088,DFE252012PD-1R0MP2,Toko,P8E0-B-2,77,AUTOMOTIVE,2520,-40.15degC..125.05degC
195-1447-000,0603,RES PACHINKO 0603 15K 1% 1/10W,0.0011,RK73H1JTTD1502F~VERB,KOA Speer,P8E1-7cI-A-2,42,PACHINKO,0603,-55degC..155degC
032-0722-000,1206,CAP X7R 1206 10.0uF +/-10.0% 10.0V,0.0184,C3216X7R1A106K160AC,TDK,P8E10,84,CCM,1206,-55degC..125degC
090-0204-000,DIODE_SMD_SOD323,DIODE AUTOMOTIVE SOD323 Single 0.35V 2000.0mA PMEG1020EA,0.027,PMEG1020EA~VERB,NXP,P8E0-B-1,50,AUTOMOTIVE,SOD323,-65degC..150degC
039-0128-000,0805,CAP X5R 0805 10uF 6.3V 20%,0.0045,Multi(7),Multi(7),P8E0-A-2,105,UNRESTRICTED,0805,-55degC..85degC
042-0108-000,MULTI_CAP_TH_D080P035_D050P020,CAP X-CON 1200uF 20% 2.5V 6100mA 8X8mm,0.089,ULR128M0EF08RR,Man Yue,P8E0-A-2,42,CCM,COMBI_TH_D80_D50,-55degC..105degC
091-0067-000,DFN08_P050_033X013,DIODE ARRAY 6-LINE ESD PROTECTION SLP3313P6T-8 6.5V 0.8pF,0.19,RCLAMP0506T.TCT,Semtech,P8E8,63,CCM,SLP8,-55degC..125degC
195-0404-000,0402,RES SCD 0402 6.81K 1% 1/16W,0.00021,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
115-2283-000,SC70_5,IC LOGIC AUTOMOTIVE Gates - AND - 2 input 74LVC1G08W-Q100 SC70-05,0.025,74LVC1G08GW-Q100,NXP,P8E10,63,AUTOMOTIVE,SC70-5,-40.15degC..125.05degC
032-0880-000,0402,CAP SCD X5R 0402 4.7uF 6.3V 20%,0.0027,Multi(6),Multi(6),P8E0-A-3,42,SCD,0402,-55degC..85degC
115-1529-000,QFN016R_P040_0260X0180,IC INTERFACE I/OExpander UQFN16 TCA6408ARSVR,0.258,TCA6408ARSVR,TI,P8E0-A-1,42,CCM,UQFN16,-40.15degC..84.85degC
080-1006-000,MULTI_CON_FFC_012_SMD_RA_F_P005_ZIF,CONN SMD FPC FEMALE RA 12 POS 0.5mm PITCH ZIF,0.12,50696-01201-001,Aces Electronic,P8E0-A-2,56,CCM,SMD,MULTI_CON_FFC_012_SMD_RA_F_P005_ZIF
195-0011-000,0402,RES SCD 0402 102K 1% 1/16W,0.0002,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
195-2510-000,0201,RES SCD 0201 499K 1% 1/20W,0.0009,Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
080-1035-000,CON_FFC_023_SMD_F_RA_P006_ZIF_D,CON ZIF BACK LOCK FPC RA POS23 0.3MM PITCH,0.18,6701D23-000000-G2-R,CHIEF LAND,P8E0-A-1,28,CCM,SMD23,CON_FFC_023_SMD_F_RA_P006_ZIF_D
315-0993-000,SC70_5,VREG LINEAR SC705 Low Drop Out/Fixed 0.3V 1.9V 1.9V 3.0% TPS71719DCKT,0.264,TPS71719DCKT,TI,P8E10,56,UNRESTRICTED,SC705,-40.15degC..125.05degC
315-0863-000,BGA_0005_P050_013X011,VREG ADJ STEP-DOWN DC-DC SWITCHING BUCK CONVERTER 2MHz 2.7V TO 5.5V 600mA DSBGA-5,[ ],LM3671TL-ADJ/NOPB,TI,P8E10,60,CCM,BGA5,-40degC..80degC
195-2445-000,0201,RES SCD 0201 365K 1% 1/20W,[ ],Multi(7),Multi(7),P8E1-7cI-A-2,42,SCD,0201,-55degC..125degC
090-0209-000,DIODE_SMD_SOD523_B,ZENER SOD523 BZT52C2V0T 0.9V 300.0mW,0.035,BZT52C2V0T,Diodes,P8E10,91,CCM,SOD523,-65degC..150degC
195-1051-000,0603,RES SCD 0603 665K 1% 1/10W,0.00072,Multi(10),Multi(10),P7,42,SCD,0603,-55degC..155degC
195-0231-000,0402,RES SCD 0402 294K 1% 1/16W,0.0006,Multi(10),Multi(10),P8E1-7cI-A-2,42,SCD,0402,-55degC..155degC
195-3147-000,0402,RES SERVER 0402 2.55K 1% 1/16W,0.00076,Multi(4),Multi(4),P8E1-7cI-C-1,49,UNRESTRICTED,0402,-55degC..155degC
195-3266-000,0402,RES SERVER 0402 44.2K 1% 1/16W,[ ],Multi(4),Multi(4),P8E1-7cI-C-1,999,UNRESTRICTED,0402,-55degC..155degC
130-1071-000,IND_NONRKO_SMD_115X103_B,IND SMD_420X400 MAGNETIC POWDER 0.22uH 20% 35A 0.9mohm 0 0KHz 0MHz,0.138,SICP1032S1-R22M-NV1W,Lianzhen,P8E0-A-2,56,CCM,SMD_420X400,-40degC..150degC
032-0150-000,0402,CAP AUTOMOTIVE X7R 0402 47000.0pF +/-10.0%,0.0015,GCM155R71C473KA37D~VERA,Murata,P8E10,105,AUTOMOTIVE,0402,-55degC..125degC
195-1220-000,0603,RES SCD 0603 3.3K 5% 1/10W,0.0004,Multi(10),Multi(10),P7,42,SCD,0603,-55degC..155degC
300-0546-000,SOT23,XSTR P-CH -8V -4A 44mOHM MAX @ -4.5V SOT-23,0.045,EMF44P02J,Excelliance MOS,P8E0-A-3,70,CCM,SOT23_1G1D1S,-55degC..175degC
086-0250-000,OSC_06_SMD_032X025,OSC AUTOMOTIVE LVDS_SMD 100.0MHz 50.0ppm 2.97V 3.63V 0.0pF SiT9386AI-2B2-33E156.250000T,3.51,SIT9386AI-2B2-33E156.250000T,SiTime,P8E10,999,AUTOMOTIVE,LVDS_SMD,-40.15degC..84.85degC
130-0257-000,IND_SMD_0603,IND 0603 56nH 5% 400mA MAX 750mOHM dcR MAX,0.003,CLH1608N-56NJ-S,Chilisin,P8E0-A-2,35,CCM,0603,-55degC..125degC
170-0375-000,BGA_0024_P010_080X060,IC SERIAL FLASH AUTOMOTIVE 102.0MHz BGA6X8 S25FS512SFABHB210,0,S25FS512SFABHB210,Cypress,P8E0-B-2,196,AUTOMOTIVE,102MHz,-40.15degC..105.05degC
130-0575-000,IND_SMD_0603_LARGE,IND AUTOMOTIVE 0603 WireWound 0.33uH 2.0% 0.085A 5.5ohm 30 100000.0KHz 800.0MHz -1.0decibel,[ ],[ ],[ ],P8E10,0,AUTOMOTIVE,0603,-55degC..125degC
115-1596-000,DFN06_P040_012X014,IC ClockGenerator TDFN Si51214-A14AFMR 12M 0.4 percent Center Spread,[ ],SI51214-A14AFMR,Silicon Labs,P8E10,60,CCM,TDFN,0degC..70degC
042-0071-000,MULTI_CAP_TH_D080P035_D050P020,CAP X-CON 270uF 20% 16V 5A 8.0X11.5mm,0.065,ULR277M1CF1ACB,Man Yue,P8E8,49,CCM,COMBI_TH_D80_D50,-55degC..105degC
085-0083-000,XTAL_SMD_4_060X035,XTAL SMD 12.000MHz 10_10_2PPM 18pF FUNDAMENTAL 6.0X3.6X1.2mm,0.37,ABMM2-121-12.000MHZ-T,Abracon,P8E0-A-2,71,CCM,SMD_60X35,-10degC..90degC
195-2977-000,0402,RES AUTOMOTIVE 0402 619.0ohm 1.0% 62.5mW,0,MCR01MZPF6190,Rohm,P8E10,999,AUTOMOTIVE,0402,-55.15degC..155.05degC
195-0801-000,0603,RES SCD 0603 200K 1% 1/10W,0.00072,Multi(10),Multi(10),P7,42,SCD,0603,-55degC..155degC
