CONCISE NET LIST - 1  
VDD_DDR_1V1_PMIC         M6               B5       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               B8       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               B10      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               D1       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               D5       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               D8       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               D12      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               F3       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               F5       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               F8       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               F10      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               H1       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               H5       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               H8       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               H12      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               K1       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               K3       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               K10      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               K12      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               N1       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               N3       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               N10      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               N12      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               R1       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               R5       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               R8       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               R12      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               U3       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               U5       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               U8       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               U10      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               W1       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               W5       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               W8       U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         M6               W12      U_MEM_SD_LPDDR4_FBGA200-1.866GHZ,LPDDR4,32BIT,1.06V,K4F6E304HB-MGCJ,161-0251-600-161-0251-600
VDD_DDR_1V1_PMIC         R7               1        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
VDD_DDR_1V1_PMIC         R14              2        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
VDD_DDR_1V1_PMIC         R16              2        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
VDD_DDR_1V1_PMIC         R90              2        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
VDD_DDR_1V1_PMIC         R92              2        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
VDD_DDR_1V1_PMIC         R93              1        R_0402-10K,5 %,62.5MW,195-2713-000-10K,195-2713-000
VDD_DDR_1V1_PMIC         R567             2        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
VDD_DDR_1V1_PMIC         R568             2        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
VDD_DDR_1V1_PMIC         R608             2        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
VDD_DDR_1V1_PMIC         R616             2        R_0402-240OHM,1 %,62.5MW,195-1684-000-195-1684-000,240OHM
VDD_DDR_1V1_PMIC         R636             1        R_0805-3.3OHM,5 %,0.125W,195-1602-000-195-1602-000,3.3OHM
VDD_DDR_1V1_PMIC         R660             1        R_0402-100OHM,5 %,62.5MW,195-2711-000-100OHM,195-2711-000
VDD_DDR_1V1_PMIC         U28              AA10     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              AA31     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              AC10     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              AC31     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              AD10     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              AD31     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              AF10     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              AF31     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              AG10     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              AG31     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              AJ10     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              AJ31     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              H33      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              H34      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              H35      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              H36      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              H37      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              J33      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              J34      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              J35      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              J36      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              J37      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              K33      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              L32      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              L33      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              L34      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              L35      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              M10      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              M31      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              N31      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              P10      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              P31      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              R10      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              R31      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              U10      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              U31      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              V10      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              V31      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              Y10      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         U28              Y31      U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_DDR_1V1_PMIC         VS20             2        VIRTUAL_SHORT_SHUNT-VIRTUAL_SHORT
VDD_DDR_DISCHARGE        Q503             3        Q_FET_N_ENH_SOT723-NTK3134NT1G,20V,-1000MOHM@10V / -1000MOHM@4.5V / 260MOHM@2.5V,0.89A,0.99A,6V,0.45W,[ ]@10V / [ ]@4.5V / [ ]B
VDD_DDR_DISCHARGE        R636             2        R_0805-3.3OHM,5 %,0.125W,195-1602-000-195-1602-000,3.3OHM
VDD_DDR_PMU              R549             2        R_0402-80.6OHM,1 %,62.5MW,195-0437-000-195-0437-000,80.6OHM
VDD_DDR_PMU              R664             2        R_0402-80.6OHM,1 %,62.5MW,195-0437-000-195-0437-000,80.6OHM
VDD_DDR_SENSE            R380             2        R_0402-0OHM,0.05 OHM,62.5MW,195-1638-000-0OHM,195-1638-000
VDD_DDR_SENSE            VS20             1        VIRTUAL_SHORT_SHUNT-VIRTUAL_SHORT
VDD_GPU_AP               C58              1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C67              1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C69              1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C73              1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C281             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C282             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C283             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C284             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C379             2        C_0402-2.7NF,X7R,10%,16V,036-0212-000-036-0212-000,2.7NF
VDD_GPU_AP               C458             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C459             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C921             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C922             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C923             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_GPU_AP               C924             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_GPU_AP               C925             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C926             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_GPU_AP               C927             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_GPU_AP               C928             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C929             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_GPU_AP               C930             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_GPU_AP               C931             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C932             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_GPU_AP               C933             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_GPU_AP               C934             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C935             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_GPU_AP               C936             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_GPU_AP               C940             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C941             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_GPU_AP               C942             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_GPU_AP               C943             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C950             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C951             1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C954             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C955             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_GPU_AP               C956             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_GPU_AP               C959             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C960             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_GPU_AP               C961             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_GPU_AP               C964             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C965             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_GPU_AP               C966             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_GPU_AP               C975             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C976             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_GPU_AP               C977             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_GPU_AP               C981             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C983             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_GPU_AP               C984             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_GPU_AP               C987             1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C988             1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_GPU_AP               C989             1        C_0603W-10UF,X7S,20%,6.3V,032-1021-000-032-1021-000,10UF
VDD_GPU_AP               C1002            1        C_0402-1UF,X7S,10%,6.3V,032-1022-000-032-1022-000,1UF
VDD_GPU_AP               C1003            1        C_0603-2.2UF,X7R,10%,6.3V,032-0119-000-032-0119-000,2.2UF
VDD_GPU_AP               C1004            1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C1243            1        C_POL_SMD_7343-330UF,TA-POLYMER,20%,4.2V@125.05DEGC,0.025OHM,9.999UH,3A@44.85DEGC,100KHZ,032-1090-000-032-1090-000,330UF
VDD_GPU_AP               C1244            1        C_POL_SMD_7343-330UF,TA-POLYMER,20%,4.2V@125.05DEGC,0.025OHM,9.999UH,3A@44.85DEGC,100KHZ,032-1090-000-032-1090-000,330UF
VDD_GPU_AP               C1245            1        C_POL_SMD_7343-330UF,TA-POLYMER,20%,4.2V@125.05DEGC,0.025OHM,9.999UH,3A@44.85DEGC,100KHZ,032-1090-000-032-1090-000,330UFA
VDD_GPU_AP               C1246            1        C_POL_SMD_3528-100UF,TA-POLYMER,20%,4V@105DEGC,0.07OHM,9.999UH,1.1A@105DEGC,100KHZ,041-0179-000-041-0179-000,100UF
VDD_GPU_AP               C1247            1        C_POL_SMD_7343-330UF,TA-POLYMER,20%,4.2V@125.05DEGC,0.025OHM,9.999UH,3A@44.85DEGC,100KHZ,032-1090-000-032-1090-000,330UF
VDD_GPU_AP               C1248            1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C1249            1        C_0805-22UF,X7S,20%,6.3V,032-1088-000-032-1088-000,22UF
VDD_GPU_AP               C3050            2        C_0402-2.7NF,X7R,10%,16V,036-0212-000-036-0212-000,2.7NF
VDD_GPU_AP               L35              2        L_SMD_7X7-1UH,IRON POWDER CORE,20%,14A,14.4A,0.0065OHM,0@0HZ,3MHZ,-1DECIBEL,130-0996-000-130-0996-000,1UH
VDD_GPU_AP               L3009            2        L_SMD_7X7-1UH,IRON POWDER CORE,20%,14A,14.4A,0.0065OHM,0@0HZ,3MHZ,-1DECIBEL,130-0996-000-130-0996-000,1UH
VDD_GPU_AP               R652             1        R_0805-3.3OHM,5 %,0.125W,195-1602-000-195-1602-000,3.3OHM
VDD_GPU_AP               R689             1        R_0805-3.3OHM,5 %,0.125W,195-1602-000-195-1602-000,3.3OHM
VDD_GPU_AP               R3869            1        R_0402-100OHM,1 %,62.5MW,195-0002-000-100OHM,195-0002-000
VDD_GPU_AP               U28              AA16     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AA18     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AA20     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AA21     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AA22     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AA23     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AA24     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AA25     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AA26     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AA27     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AA28     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AB17     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AB19     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AB21     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AB23     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AB25     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AB27     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AB29     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AC16     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AC18     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AC20     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AC21     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AC22     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AC24     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AC26     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AC28     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AD17     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AD19     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AD21     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AD23     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AD25     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AD27     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AD29     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AE16     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AE18     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AE20     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
VDD_GPU_AP               U28              AE21     U_CPU_T186_MID_BGA1292-T186-MID,[ ],TC790SA-A2-TC790SA-A2
